0,0.000511985,-0.000279699,-0.00116681,0.00107464,-0.000279699,0.000142125,0.0011253,-1.77636e-18,0,
0.01,0.005632,-0.00307724,-0.0128357,0.0118214,-0.00307724,0.00156366,0.0123788,-3.55271e-18,1.30188e-22,
0.02,0.0107528,-0.00587771,-0.0245088,0.0225702,-0.00587771,0.00298667,0.0236347,-5.32907e-18,-8.69653e-22,
0.03,0.0158751,-0.00868381,-0.0361899,0.0333227,-0.00868381,0.00441251,0.0348951,-1.06581e-17,3.12971e-21,
0.04,0.0209996,-0.0114983,-0.047883,0.0440808,-0.0114983,0.00584257,0.0461622,-1.59872e-17,1.7794e-20,
0.05,0.0261271,-0.0143238,-0.0595918,0.0548461,-0.0143238,0.00727823,0.0574382,-1.77636e-17,-8.69653e-22,
0.06,0.0312581,-0.0171632,-0.0713202,0.0656206,-0.0171632,0.00872086,0.0687251,-1.95399e-17,1.51278e-20,
0.07,0.0363934,-0.0200192,-0.0830723,0.0764059,-0.0200192,0.0101719,0.080025,-5.32907e-18,-4.35295e-20,
0.08,0.0415338,-0.0228947,-0.0948519,0.0872039,-0.0228947,0.0116327,0.0913402,-5.32907e-18,-9.68544e-20,
0.09,0.0466798,-0.0257923,-0.106663,0.0980162,-0.0257923,0.0131046,0.102673,-1.54074e-33,-2.03504e-19,
0.1,0.0518322,-0.028715,-0.11851,0.108845,-0.028715,0.0145893,0.114025,-1.54074e-33,-2.14169e-19,
0.11,0.0569917,-0.0316657,-0.130396,0.119691,-0.0316657,0.016088,0.125398,-3.55271e-18,-1.71509e-19,
0.12,0.0621588,-0.0346472,-0.142326,0.130557,-0.0346472,0.0176022,0.136795,-1.54074e-33,-4.35295e-20,
0.13,0.0673344,-0.0376625,-0.154304,0.141444,-0.0376625,0.0191335,0.148218,1.06581e-17,-1.50179e-19,
0.14,0.0725191,-0.0407147,-0.166334,0.152354,-0.0407147,0.0206833,0.159669,1.24345e-17,-4.06138e-19,
0.15,0.0777135,-0.0438067,-0.17842,0.163288,-0.0438067,0.0222532,0.17115,1.95399e-17,-4.91458e-19,
