0,-1.63203e-13,-2.98733e-13,-1.82965e-13,-2.95097e-13,-1.95399e-14,3.60822e-15,0,0
0.01,-8.25786e-11,-1.5115e-10,-9.26382e-11,-1.49327e-10,-1.00595e-11,1.82226e-12,0,0
0.02,-5.40527e-10,-9.89224e-10,-6.06393e-10,-9.77293e-10,-6.58664e-11,1.19308e-11,0,0
0.03,-1.70132e-09,-3.11289e-09,-1.90873e-09,-3.07533e-09,-2.07415e-10,3.75679e-11,0,0
0.04,-3.89365e-09,-7.12197e-09,-4.36866e-09,-7.03594e-09,-4.75009e-10,8.60277e-11,0,0
0.05,-7.44824e-09,-1.36184e-08,-8.35768e-09,-1.34537e-08,-9.09438e-10,1.64686e-10,0,0
0.06,-1.26985e-08,-2.32069e-08,-1.42506e-08,-2.29258e-08,-1.55213e-09,2.81029e-10,0,0
0.07,-1.99812e-08,-3.64956e-08,-2.24265e-08,-3.60529e-08,-2.44531e-09,4.42677e-10,0,0
0.08,-2.9637e-08,-5.40971e-08,-3.32692e-08,-5.34397e-08,-3.63219e-09,6.57412e-10,0,0
0.09,-4.20115e-08,-7.66285e-08,-4.71686e-08,-7.56953e-08,-5.15708e-09,9.3321e-10,0,0
0.1,-5.74555e-08,-1.04713e-07,-6.45212e-08,-1.03434e-07,-7.06565e-09,1.27827e-09,0,0
0.11,-7.63261e-08,-1.38979e-07,-8.57311e-08,-1.37278e-07,-9.40501e-09,1.70103e-09,0,0
0.12,-9.89871e-08,-1.80064e-07,-1.11211e-07,-1.77854e-07,-1.2224e-08,2.21022e-09,0,0
0.13,-1.2581e-07,-2.28611e-07,-1.41383e-07,-2.25796e-07,-1.55732e-08,2.81487e-09,0,0
0.14,-1.57175e-07,-2.85273e-07,-1.7668e-07,-2.81749e-07,-1.95054e-08,3.52438e-09,0,0
0.15,-1.93471e-07,-3.50713e-07,-2.17547e-07,-3.46365e-07,-2.40756e-08,4.3485e-09,0,0
0.16,-2.35098e-07,-4.25602e-07,-2.64439e-07,-4.20305e-07,-2.93414e-08,5.2974e-09,0,0
0.17,-2.82465e-07,-5.10625e-07,-3.17828e-07,-5.04243e-07,-3.53629e-08,6.38172e-09,0,0
0.18,-3.35995e-07,-6.06476e-07,-3.78198e-07,-5.98863e-07,-4.22033e-08,7.61257e-09,0,0
0.19,-3.96124e-07,-7.13863e-07,-4.46053e-07,-7.04861e-07,-4.99292e-08,9.0016e-09,0,0
0.2,-4.63299e-07,-8.33508e-07,-5.2191e-07,-8.22947e-07,-5.86105e-08,1.0561e-08,0,0
0.21,-5.37987e-07,-9.66149e-07,-6.06308e-07,-9.53845e-07,-6.8321e-08,1.23037e-08,0,0
0.22,-6.20665e-07,-1.11254e-06,-6.99804e-07,-1.09829e-06,-7.91384e-08,1.42431e-08,0,0
0.23,-7.11833e-07,-1.27344e-06,-8.02979e-07,-1.25705e-06,-9.11452e-08,1.63935e-08,0,0
0.24,-8.12007e-07,-1.44964e-06,-9.16435e-07,-1.43087e-06,-1.04428e-07,1.87698e-08,0,0
0.25,-9.21721e-07,-1.64196e-06,-1.0408e-06,-1.62057e-06,-1.1908e-07,2.13878e-08,0,0
0.26,-1.04153e-06,-1.85121e-06,-1.17673e-06,-1.82694e-06,-1.35198e-07,2.42643e-08,0,0
0.27,-1.17203e-06,-2.07823e-06,-1.32491e-06,-2.05082e-06,-1.52886e-07,2.74168e-08,0,0
0.28,-1.3138e-06,-2.32391e-06,-1.48606e-06,-2.29305e-06,-1.72254e-07,3.0864e-08,0,0
0.29,-1.46749e-06,-2.58913e-06,-1.66091e-06,-2.5545e-06,-1.9342e-07,3.46256e-08,0,0
0.3,-1.63375e-06,-2.87481e-06,-1.85026e-06,-2.83609e-06,-2.16507e-07,3.87224e-08,0,0
0.31,-1.81328e-06,-3.1819e-06,-2.05493e-06,-3.13872e-06,-2.41648e-07,4.31766e-08,0,0
0.32,-2.00678e-06,-3.51136e-06,-2.27577e-06,-3.46335e-06,-2.68984e-07,4.80114e-08,0,0
0.33,-2.21502e-06,-3.86421e-06,-2.51369e-06,-3.81096e-06,-2.98666e-07,5.32516e-08,0,0
0.34,-2.43879e-06,-4.24148e-06,-2.76964e-06,-4.18256e-06,-3.30853e-07,5.89236e-08,0,0
0.35,-2.67891e-06,-4.64423e-06,-3.04463e-06,-4.57918e-06,-3.65716e-07,6.50552e-08,0,0
0.36,-2.93626e-06,-5.07358e-06,-3.3397e-06,-5.0019e-06,-4.03438e-07,7.16759e-08,0,0
0.37,-3.21176e-06,-5.53065e-06,-3.65597e-06,-5.45183e-06,-4.44213e-07,7.88171e-08,0,0
0.38,-3.50636e-06,-6.01663e-06,-3.99461e-06,-5.93011e-06,-4.88249e-07,8.65119e-08,0,0
0.39,-3.82108e-06,-6.53273e-06,-4.35685e-06,-6.43794e-06,-5.35767e-07,9.47958e-08,0,0
0.4,-4.157e-06,-7.08024e-06,-4.744e-06,-6.97653e-06,-5.87006e-07,1.03706e-07,0,0
0.41,-4.51523e-06,-7.66045e-06,-5.15745e-06,-7.54716e-06,-6.42219e-07,1.13283e-07,0,0
0.42,-4.89697e-06,-8.27472e-06,-5.59865e-06,-8.15116e-06,-7.01678e-07,1.23568e-07,0,0
0.43,-5.30348e-06,-8.92448e-06,-6.06916e-06,-8.78987e-06,-7.65674e-07,1.34607e-07,0,0
0.44,-5.73609e-06,-9.61118e-06,-6.57061e-06,-9.46473e-06,-8.34519e-07,1.46447e-07,0,0
0.45,-6.1962e-06,-1.03364e-05,-7.10475e-06,-1.01772e-05,-9.08546e-07,1.59139e-07,0,0
0.46,-6.68531e-06,-1.11016e-05,-7.67343e-06,-1.09288e-05,-9.88113e-07,1.72737e-07,0,0
0.47,-7.205e-06,-1.19085e-05,-8.2786e-06,-1.17212e-05,-1.07361e-06,1.87298e-07,0,0
0.48,-7.75694e-06,-1.27589e-05,-8.92237e-06,-1.2556e-05,-1.16543e-06,2.02884e-07,0,0
0.49,-8.34292e-06,-1.36545e-05,-9.60696e-06,-1.34349e-05,-1.26404e-06,2.19558e-07,0,0
0.5,-8.96482e-06,-1.45972e-05,-1.03347e-05,-1.43598e-05,-1.36991e-06,2.37391e-07,0,0
0.51,-9.62468e-06,-1.55889e-05,-1.11082e-05,-1.53324e-05,-1.48353e-06,2.56454e-07,0,0
0.52,-1.03246e-05,-1.66317e-05,-1.19301e-05,-1.63549e-05,-1.60548e-06,2.76827e-07,0,0
0.53,-1.10669e-05,-1.77277e-05,-1.28033e-05,-1.74291e-05,-1.73633e-06,2.98592e-07,0,0
0.54,-1.18541e-05,-1.88792e-05,-1.37308e-05,-1.85573e-05,-1.87673e-06,3.21837e-07,0,0
0.55,-1.26886e-05,-2.00884e-05,-1.4716e-05,-1.97418e-05,-2.02736e-06,3.46657e-07,0,0
0.56,-1.35734e-05,-2.13579e-05,-1.57623e-05,-2.09847e-05,-2.18896e-06,3.73151e-07,0,0
0.57,-1.45113e-05,-2.26901e-05,-1.68736e-05,-2.22887e-05,-2.36232e-06,4.01426e-07,0,0
0.58,-1.55056e-05,-2.40878e-05,-1.80539e-05,-2.36562e-05,-2.54832e-06,4.31594e-07,0,0
0.59,-1.65597e-05,-2.55537e-05,-1.93076e-05,-2.50899e-05,-2.74788e-06,4.63778e-07,0,0
0.6,-1.76773e-05,-2.70909e-05,-2.06393e-05,-2.65928e-05,-2.96201e-06,4.98104e-07,0,0
0.61,-1.88622e-05,-2.87024e-05,-2.2054e-05,-2.81677e-05,-3.19179e-06,5.34709e-07,0,0
0.62,-2.01188e-05,-3.03915e-05,-2.35572e-05,-2.98178e-05,-3.43841e-06,5.73739e-07,0,0
0.63,-2.14516e-05,-3.21617e-05,-2.51548e-05,-3.15463e-05,-3.70314e-06,6.15348e-07,0,0
0.64,-2.28655e-05,-3.40165e-05,-2.68529e-05,-3.33568e-05,-3.98737e-06,6.59701e-07,0,0
0.65,-2.43659e-05,-3.59597e-05,-2.86585e-05,-3.52528e-05,-4.2926e-06,7.06972e-07,0,0
0.66,-2.59584e-05,-3.79955e-05,-3.05789e-05,-3.72381e-05,-4.62046e-06,7.57349e-07,0,0
0.67,-2.76493e-05,-4.01279e-05,-3.2622e-05,-3.93169e-05,-4.97273e-06,8.11029e-07,0,0
0.68,-2.94453e-05,-4.23615e-05,-3.47966e-05,-4.14932e-05,-5.35134e-06,8.68223e-07,0,0
0.69,-3.13536e-05,-4.47009e-05,-3.7112e-05,-4.37717e-05,-5.75839e-06,9.29155e-07,0,0
0.7,-3.33822e-05,-4.71512e-05,-3.95784e-05,-4.61571e-05,-6.19617e-06,9.94062e-07,0,0
0.71,-3.55397e-05,-4.97175e-05,-4.22068e-05,-4.86543e-05,-6.66719e-06,1.0632e-06,0,0
0.72,-3.78353e-05,-5.24054e-05,-4.50095e-05,-5.12686e-05,-7.17417e-06,1.13683e-06,0,0
0.73,-4.02793e-05,-5.52208e-05,-4.79994e-05,-5.40055e-05,-7.72011e-06,1.21524e-06,0,0
0.74,-4.28828e-05,-5.81698e-05,-5.11911e-05,-5.68711e-05,-8.30828e-06,1.29872e-06,0,0
0.75,-4.56579e-05,-6.12589e-05,-5.46002e-05,-5.98713e-05,-8.94224e-06,1.38761e-06,0,0
0.76,-4.86179e-05,-6.44951e-05,-5.82438e-05,-6.30129e-05,-9.62593e-06,1.48222e-06,0,0
0.77,-5.17773e-05,-6.78856e-05,-6.21409e-05,-6.63027e-05,-1.03637e-05,1.58292e-06,0,0
0.78,-5.5152e-05,-7.1438e-05,-6.63121e-05,-6.97479e-05,-1.11601e-05,1.69007e-06,0,0
0.79,-5.87594e-05,-7.51604e-05,-7.078e-05,-7.33563e-05,-1.20206e-05,1.80406e-06,0,0
0.8,-6.26188e-05,-7.90612e-05,-7.55695e-05,-7.71359e-05,-1.29507e-05,1.92529e-06,0,0
0.81,-6.67512e-05,-8.31494e-05,-8.0708e-05,-8.10952e-05,-1.39568e-05,2.05418e-06,0,0
0.82,-7.11798e-05,-8.74342e-05,-8.62256e-05,-8.52431e-05,-1.50458e-05,2.19116e-06,0,0
0.83,-7.59301e-05,-9.19254e-05,-9.21554e-05,-8.95887e-05,-1.62253e-05,2.33667e-06,0,0
0.84,-8.10303e-05,-9.66329e-05,-9.8534e-05,-9.41417e-05,-1.75037e-05,2.49116e-06,0,0
0.85,-8.65112e-05,-0.000101567,-0.000105401,-9.89121e-05,-1.88903e-05,2.65508e-06,0,0
0.86,-9.24068e-05,-0.000106739,-0.000112802,-0.00010391,-2.03953e-05,2.82887e-06,0,0
0.87,-9.87546e-05,-0.000112159,-0.000120784,-0.000109146,-2.20298e-05,3.01294e-06,0,0
