0,0.239713,0.538791,1.0708,2.4474,0.62109,-0.179204,4.41537,0.264598,0,
0.01,0.239747,0.538773,1.07072,2.44747,0.621072,-0.179194,4.41544,0.264598,1.20814e-24,
0.02,0.239831,0.538727,1.07053,2.44765,0.621026,-0.179171,4.41563,0.264598,-1.48935e-24,
0.03,0.239967,0.538652,1.07022,2.44793,0.620952,-0.179133,4.41593,0.264598,-1.88512e-23,
0.04,0.240154,0.53855,1.06979,2.44832,0.620849,-0.179081,4.41634,0.264598,7.24364e-23,
0.05,0.240392,0.53842,1.06925,2.44882,0.620719,-0.179015,4.41686,0.264598,1.67723e-22,
0.06,0.240681,0.538261,1.06859,2.44943,0.62056,-0.178934,4.4175,0.264598,2.23017e-22,
0.07,0.241022,0.538073,1.06781,2.45015,0.620373,-0.178839,4.41825,0.264598,-6.29691e-23,
0.08,0.241414,0.537857,1.06691,2.45097,0.620157,-0.178729,4.41911,0.264598,-7.00899e-22,
0.09,0.241858,0.537613,1.0659,2.4519,0.619912,-0.178605,4.42009,0.264598,-2.09604e-21,
0.1,0.242353,0.537339,1.06477,2.45294,0.619638,-0.178466,4.42118,0.264598,-4.26973e-21,
0.11,0.2429,0.537035,1.06352,2.45409,0.619334,-0.178311,4.42238,0.264598,-6.41142e-21,
0.12,0.243498,0.536702,1.06215,2.45535,0.619001,-0.178142,4.42369,0.264598,-7.59326e-21,
0.13,0.244148,0.536339,1.06066,2.45671,0.618638,-0.177958,4.42513,0.264598,-8.49781e-21,
0.14,0.24485,0.535946,1.05905,2.45819,0.618245,-0.177758,4.42667,0.264598,-1.12367e-20,
0.15,0.245604,0.535522,1.05732,2.45977,0.617821,-0.177543,4.42833,0.264598,-1.57247e-20,
0.16,0.24641,0.535066,1.05547,2.46146,0.617366,-0.177311,4.43011,0.264598,-1.99141e-20,
0.17,0.247267,0.53458,1.0535,2.46327,0.616879,-0.177064,4.432,0.264598,-2.39328e-20,
0.18,0.248178,0.534061,1.0514,2.46518,0.61636,-0.1768,4.434,0.264598,-3.02978e-20,
0.19,0.24914,0.533509,1.04918,2.4672,0.615808,-0.17652,4.43612,0.264598,-3.64922e-20,
0.2,0.250155,0.532924,1.04684,2.46934,0.615224,-0.176223,4.43836,0.264598,-4.11508e-20,
0.21,0.251222,0.532306,1.04437,2.47158,0.614605,-0.175909,4.44072,0.264598,-4.89663e-20,
0.22,0.252343,0.531653,1.04178,2.47394,0.613952,-0.175578,4.44319,0.264598,-5.78056e-20,
0.23,0.253516,0.530966,1.03906,2.4764,0.613265,-0.175229,4.44578,0.264598,-6.74981e-20,
0.24,0.254742,0.530242,1.03621,2.47898,0.612541,-0.174861,4.44849,0.264598,-7.71905e-20,
0.25,0.256021,0.529482,1.03324,2.48168,0.611782,-0.174475,4.45131,0.264598,-9.04665e-20,
0.26,0.257354,0.528685,1.03013,2.48448,0.610985,-0.174071,4.45426,0.264598,-1.0434e-19,
0.27,0.25874,0.527851,1.0269,2.4874,0.61015,-0.173647,4.45732,0.264598,-1.20858e-19,
0.28,0.26018,0.526977,1.02353,2.49043,0.609276,-0.173204,4.46051,0.264598,-1.37973e-19,
0.29,0.261673,0.526063,1.02003,2.49358,0.608363,-0.17274,4.46382,0.264598,-1.54235e-19,
0.3,0.263221,0.525109,1.01639,2.49684,0.607409,-0.172256,4.46724,0.264598,-1.63501e-19,
0.31,0.264823,0.524114,1.01262,2.50022,0.606413,-0.17175,4.47079,0.264598,-1.79592e-19,
0.32,0.266479,0.523076,1.00871,2.50371,0.605375,-0.171224,4.47447,0.264598,-1.98585e-19,
0.33,0.26819,0.521994,1.00466,2.50732,0.604293,-0.170675,4.47826,0.264598,-2.18942e-19,
0.34,0.269955,0.520867,1.00047,2.51105,0.603166,-0.170103,4.48218,0.264598,-2.37423e-19,
